train,test
89.01033152399067,90.82381489217222
91.05492097069,90.82381489217222
91.16212208909596,91.11752118529137
91.7975606025459,91.57051263737677
91.30039599544575,90.92055148871538
91.36176475163442,91.85508917138452
91.59558748091125,91.67346524012348
